dmf20211105_98345514	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	1	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 	2	10000000	lifestyle and leisure 	4	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	3	17000000	weather 		NONE
dmf20211115_93582034	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
72d28a3	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211126_95782108	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
be8d85f8	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
b198330	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	3	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211109_93482495	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	3	12000000	religion 		13000000	science and technology 	2	14000000	society 	4	15000000	sport 		17000000	weather 		NONE
63cd95c	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
edfe263	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 	1	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	3	14000000	society 		15000000	sport 		17000000	weather 		NONE
695df3e7	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
f18ed8d	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	3	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211123_94333111	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	3	12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
1637586433937	TOPIC	1000000	arts, culture, entertainment and media 	4	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211123_94474106	TOPIC	1000000	arts, culture, entertainment and media 	3	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	2	17000000	weather 		NONE
dmf20211109_94114152	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 	3	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211117_97786926	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211112_93811365	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
9ac827f	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211108_95457325	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
1636357859868	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 	4	11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211112_95104748	TOPIC	1000000	arts, culture, entertainment and media 	3	16000000	conflict, war and peace 	2	2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
7ae8504	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	4	11000000	politics 	3	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211115_96352143	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	1	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 	3	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211108_97645751	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	2	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 	5	9000000	labour 		10000000	lifestyle and leisure 	4	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211121_93465377	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	2	17000000	weather 		NONE
dmf20211128_96719421	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 	1	7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211128_95664263	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
1636613971391	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	2	3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	4	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	3	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
f12974a	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
2438d2c	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	3	5000000	education 		6000000	environment 	1	7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211124_95785928	TOPIC	1000000	arts, culture, entertainment and media 	3	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	2	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
fbbbbc5	TOPIC	1000000	arts, culture, entertainment and media 	4	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211128_93492876	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
a94f7f9	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211124_93773828	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211111_94372749	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211106_94320083	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211126_95037930	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211123_95059974	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 	1	6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211118_93579940	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	2	3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	5	12000000	religion 		13000000	science and technology 		14000000	society 	4	15000000	sport 		17000000	weather 		NONE
dmf20211108_94778857	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 	2	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211127_97129612	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211117_93047386	TOPIC	1000000	arts, culture, entertainment and media 	1	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211120_92414507	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211119_96700289	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211121_98328026	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	2	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211111_93519647	TOPIC	1000000	arts, culture, entertainment and media 	1	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211114_96982549	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211123_94785743	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 	2	7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211112_94497931	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 	1	6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
